app_name,price,id,developer,principal_genre,principal_tag,principal_spec,release_year
Seduce Me 2: The Demon War Soundtrack,9.99,575610,"Michaela Laws,Christopher Escalante",Adventure,Adventure,Single-player,2016
UNO,9.99,470220,Ubisoft Entertainment,Casual,Card Game,Single-player,2016
Button Tales - Original Soundtrack,0.99,565310,Anvate Games,Casual,Casual,Single-player,2017
Uno - Rayman Theme Cards,2.99,560940,Ubisoft Entertainment,Casual,Casual,Single-player,2016
The Rainbow Kid,4.99,549890,Sin dato,Sin dato,Movie,Captions available,2016
Operation Avalanche,4.99,567400,Sin dato,Sin dato,Space,Captions available,2017
Uno - Just Dance Theme Cards,2.99,560941,Ubisoft Entertainment,Casual,Casual,Single-player,2016
Rocksmith® 2014 Edition – Remastered – U2 - “With or Without You”,2.99,509689,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – U2 - “Sunday Bloody Sunday”,2.99,509690,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – U2 - “Where the Streets Have No Name”,2.99,509691,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – U2 - “Beautiful Day”,2.99,509692,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – U2 Song Pack,11.99,509694,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Rocksmith® 2014 Edition – Remastered – U2 - “Vertigo”,2.99,509693,Ubisoft - San Francisco,Casual,Casual,Single-player,2017
Fovos VR,0.0,576650,Sin dato,Sin dato,Early Access,Single-player,2017
Fantasy Grounds - Rippers Resurrected: Frightful Expeditions (Savage Worlds),19.99,569980,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Mini-Dungeon #011: Buta No Shiro (PFRPG),2.99,572060,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Islands of Plunder: Scourge of the Steaming Isle (PFRPG),4.99,575260,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Legendary Planet: The Scavenged Codex (5E),17.99,574490,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Scorpions of Perdition (PFRPG),9.99,576220,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),4.99,575250,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - B03: It All Falls Down (5E),6.99,576250,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Fantasy Grounds - Dead Light (CoC7E),5.99,576270,"SmiteWorks USA, LLC",Indie,RPG,Multi-player,2017
Fantasy Grounds - Modern 1 (Token Pack),4.99,575230,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Hawks Tactical,3.99,571550,LYS,Adventure,Adventure,Single-player,2017
The Spirit Underneath,3.99,562240,Acuze Interactives,Adventure,Indie,Single-player,2017
Blaite,2.99,461730,Dosane Games,Action,Indie,Single-player,2017
Word Killer: Zorgilonian Chronicles,1.99,574620,Mihan0id,Action,Indie,Single-player,2016
Nuclear Contingency,0.99,540900,Amaterasu Software,Action,Action,Single-player,2017
The Strayed,3.99,567620,Rza Ibrahimov,Adventure,Early Access,Single-player,2016
Blink the Bulb,0.0,534190,White Sparkle Games,Action,Adventure,Single-player,2017
Your Star,3.99,520080,natahem,Adventure,RPG,Single-player,2017
Wormhole City,4.99,434300,Zenrok Studios,Action,Early Access,Single-player,2017
Primal Carnage: Onslaught,29.99,538790,Sin dato,Sin dato,Early Access,Single-player,2017
Gnomes vs. Fairies: Greckel's Quest - OST,2.99,575190,Prismic Studios LLC,Action,Action,Single-player,2016
HVR,8.866131486539212,509140,Sin dato,Sin dato,Indie,Single-player,2017
Azkend 2: The World Beneath,7.99,550440,10tons Ltd,Adventure,Adventure,Single-player,2012
MAXCONTROL,8.866131486539212,508460,Eierkop-Games,Action,Early Access,Single-player,2017
The Universim,8.866131486539212,352720,Crytivo,Indie,Early Access,Single-player,2017
Mad Nords: Probably an Epic Quest Soundtrack,0.99,575930,Dragon's Games,Adventure,Adventure,Single-player,2016
Disastr_Blastr - Soundtrack_to_Disastr,0.99,572340,Dog Theory,Action,Action,Single-player,2016
POLYWAR,4.99,444490,exagongames,Action,Indie,Online Multi-Player,2016
Budget Cuts,8.866131486539212,400940,Sin dato,Sin dato,Action,Single-player,2017
Sierra Ops,8.866131486539212,364210,Innomen Productions,Casual,RPG,Single-player,2017
Fantasy Grounds - Space Characters (Token Pack),4.99,573500,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2017
Let's Draw,1.99,575490,Indie Game Group,Casual,Indie,Single-player,2016
Shuttle Siege,4.99,519020,Lasmelan,Indie,Indie,Single-player,2016
Control Craft 3,4.99,490910,Elite Games Ltd,Action,Casual,Single-player,2016
Mistwood Heroes,0.99,573210,Meepower,Action,Action,Single-player,2016
Pixel Puzzles Ultimate - Puzzle Pack: Holidays,0.0,574990,DL Softworks,Adventure,Strategy,Single-player,2016
Score a goal (Physical football),1.99,574030,BulatHard,Casual,Sports,Single-player,2016
MasterCook 15,39.99,372980,Cosmi,Education,Education,Sin dato,2015
Blind Love,0.99,568020,Michaela Laws,Casual,Casual,Single-player,2015
panGEMic,0.0,547540,David Cross,Action,Free to Play,Single-player,2016
Paranormal Teens,0.0,549770,"Visual Wordplay,Godline",Indie,Indie,Single-player,2016
Skeet: VR Target Shooting - Thank You Bronze,4.99,567420,Flatbox Studios,Action,Action,Single-player,2016
Naughty Or Nice,0.0,574780,Sin dato,Sin dato,Casual,Single-player,2017
HoCWar,0.0,512560,HoCWar,Free to Play,Early Access,Multi-player,2016
Gerty - Robots In Love,8.866131486539212,516360,Quantum Sheep,Adventure,Adventure,Single-player,2017
Ziggy's Chase,9.99,533660,Sin dato,Sin dato,Indie,Single-player,2017
Stern Pinball Arcade: Harley Davidson,4.99,569245,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Stern Pinball Arcade: High Roller Casino,4.99,569248,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Stern Pinball Arcade: Starship Troopers,4.99,569242,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Wave Magic VR,5.99,512420,Sin dato,Sin dato,Early Access,Single-player,2017
Stern Pinball Arcade: Mustang,9.99,569249,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Stern Pinball Arcade: Phantom of the Opera,4.99,569247,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Stern Pinball Arcade: Last Action Hero,4.99,569246,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Stern Pinball Arcade: Ripley's Believe It Or Not!,4.99,569240,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Stern Pinball Arcade: Star Trek,9.99,569241,"FarSight Studios, Inc.",Casual,Casual,Single-player,2016
Clazer,29.99,539090,Sin dato,Sin dato,Early Access,Single-player,2017
HardCube: New Year Holidays,0.0,574680,LEVER Software,Adventure,Adventure,Single-player,2016
Christmas Massacre VR,2.99,574040,Sin dato,Sin dato,Action,Single-player,2017
Fighters Unleashed,6.99,566560,FLYNET STUDIOS,Action,Action,Single-player,2016
Holiday Bonus GOLD,6.99,572760,Grey Alien Games,Casual,Casual,Single-player,2016
Strike Squadron: Caracará,1.99,507340,Eridanus Studio,Action,Action,Single-player,2016
Alcatraz: VR Escape Room,4.99,573270,Sin dato,Sin dato,Adventure,Single-player,2017
RPG Maker MV - Samurai Classics: Temple of Darkness,14.99,573640,Bittersweet Entertainment,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
Pinball Parlor,12.99,514570,"Mindware Co.,Ltd.",Action,Action,Single-player,2016
Super Ninja Hero VR,9.99,534880,Sin dato,Sin dato,Action,Single-player,2017
RPG Maker MV - Samurai Classics Music Resource Pack,14.99,572400,Bittersweet Entertainment,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
KYOTO TANOJI QUEST,0.0,558680,"Media Impact Co.,Ltd",Free to Play,Early Access,Single-player,2016
Tornuffalo - BuffalSnow Blizzard (Local Multiplayer Party Mode),0.0,574730,Sin dato,Sin dato,Action,Local Multi-Player,2017
Starship Survivor,24.99,560010,Sin dato,Sin dato,Early Access,Single-player,2017
GoWings Safari,6.99,570340,Sin dato,Sin dato,Action,Single-player,2017
DinoFense,14.99,566640,Sin dato,Sin dato,Action,Single-player,2017
Flock VR,2.99,572130,Sin dato,Sin dato,Indie,Single-player,2017
Heaven Island VR MMO - Artworks,0.0,573920,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",Adventure,Adventure,Single-player,2016
Tim Allen: Men Are Pigs,2.99,574380,Sin dato,Sin dato,Comedy,Captions available,1990
Tim Allen: ReWires America,2.99,573890,Sin dato,Sin dato,Comedy,Captions available,1991
Borealis,4.99,565510,Sin dato,Sin dato,Drama,Captions available,2016
Gallagher: That's Stupid,2.99,571920,Sin dato,Sin dato,Comedy,Captions available,1982
99Vidas,12.99,557040,QUByte Interactive,Action,Indie,Single-player,2016
Cosmos Crash VR,7.99,512110,Sin dato,Sin dato,Indie,Single-player,2017
Heroine Anthem Zero - Original Soundtrack,4.99,571670,WindThunder Studio,Adventure,Adventure,Single-player,2016
REVIVAL RESET,16.99,558010,rakusomoku,Adventure,Adventure,Single-player,2016
Heroine Anthem Zero,6.48,537990,WindThunder Studio,Adventure,RPG,Single-player,2016
Off-Road Super Racing,0.0,556720,GameTop.com,Racing,Racing,Single-player,2016
sZone - Cat Mask,4.99,572470,Cybertime System,Action,Action,MMO,2016
sZone - Rabbit Mask,4.99,572390,Cybertime System,Action,Action,MMO,2016
sZone - Bear Mask,4.99,572420,Cybertime System,Action,Action,MMO,2016
sZone - Evil Rabbit,5.99,572930,Cybertime System,Action,Action,MMO,2016
sZone - Cheburashka Mask,6.99,572490,Cybertime System,Action,Action,MMO,2016
Helen Alone,4.99,565360,Sin dato,Sin dato,Movie,Captions available,2016
sZone - Imperial Hat,7.99,573150,Cybertime System,Action,Action,MMO,2016
Kids vs Monsters,4.99,565370,Sin dato,Sin dato,Movie,Captions available,2016
Craftmas,4.99,572350,Sin dato,Sin dato,Early Access,HTC Vive,2017
Outrageous Grounds: The Maze,14.99,513050,Sin dato,Sin dato,Early Access,Single-player,2017
SoulHunt,8.99,500420,WinterCell Studios,Action,Early Access,Multi-player,2016
Advanced Gaming Platform::Epica,9.99,398120,AGP::Studios,Action,Early Access,Single-player,2016
Wild Game Hunter VR,11.99,553490,Sin dato,Sin dato,Early Access,Single-player,2017
Old Friend,2.99,570000,Sin dato,Sin dato,Casual,Single-player,2017
Box Maze - Xmas Skins Pack,0.99,569740,GamersHype Productions,Action,Strategy,Single-player,2016
Grim Dawn - Steam Loyalist Items Pack,8.99,565610,Crate Entertainment,Action,Action,Single-player,2016
Game Royale 2 - The Secret of Jannis Island,4.99,567010,btf GmbH,Adventure,Adventure,Single-player,2016
The Metronomicon - Deck the Dubstep,0.0,567900,Puuba,Action,Action,Single-player,2016
The Price of Freedom,0.0,561080,Sin dato,Sin dato,Indie,Single-player,2017
The Black Watchmen - Alone in the Dark Web,4.99,569850,Alice &amp; Smith,Adventure,Adventure,Single-player,2016
Button Tales,1.99,545590,Anvate Games,Casual,Casual,Single-player,2016
Warka Flarka Flim Flam,1.99,573360,Sin dato,Sin dato,Indie,Single-player,2017
Nevermind Soundtrack Vol. 2,9.99,572750,Flying Mollusk,Adventure,Adventure,Single-player,2016
Heaven Island LIFE - Artworks,0.0,573880,Fabio Ferrara,Indie,Indie,Single-player,2016
Battle Dome,14.99,484870,Sin dato,Sin dato,Action,Single-player,2017
Cranks and Goggles,6.99,451990,Play Native Entertainment,Casual,Racing,Single-player,2016
Blueshift,0.0,565030,Sin dato,Sin dato,Early Access,Single-player,2017
Realm of the Mad God: Free Welcome Pack,0.0,556880,Deca Games OU,Action,Free to Play,Multi-player,2016
Guardians of Orion,0.99,407840,"Trek Industries, Inc",Action,Action,Single-player,2015
WORLD END ECONOMiCA episode.03,12.99,527190,Spicy Tails,Casual,Indie,Single-player,2016
The Renegades of Orion 2.0 - Redux,0.99,572190,"Halisson,badchrono",Action,Action,Single-player,2016
Memory's Dogma CODE:01 - Original Soundtrack,9.99,570800,Liz-Arts,Adventure,Adventure,Single-player,2016
Redout - Soundtrack,7.99,570930,34BigThings srl,Indie,Indie,Single-player,2016
Redout - Digital Artbook,3.99,573350,34BigThings srl,Racing,Racing,Single-player,2016
Domino Craft VR,9.99,571230,Sin dato,Sin dato,Casual,Single-player,2017
Zombie Vikings: Stab-a-thon,0.0,566910,Zoink Games,Action,Free to Play,Single-player,2016
Army of Tentacles: Winter of Steam,0.0,476570,Stegalosaurus Game Development,Adventure,Adventure,Single-player,2016
Remain,4.99,569490,TheBlavas,Action,Adventure,Single-player,2016
Holiday Simulator : Wacky Sleigh Ride,2.99,571180,Sin dato,Sin dato,Simulation,Single-player,2017
Aerofly FS 2 - Northeastern USA,14.99,570310,IPACS,Indie,Indie,Single-player,2016
Ancient Guardian,6.99,557580,Hell Squirrel Games,Action,Early Access,Single-player,2016
Nemesis Perspective,9.99,537140,Sin dato,Sin dato,Action,Single-player,2017
Sullen,2.99,547210,chrisizeful,Action,Action,Single-player,2016
Angel Express (Tokkyu Tenshi) - OST,0.0,571440,Easy Game Station,Indie,Indie,Single-player,2016
Happy Maze,1.99,542280,DoshMallow Games,Adventure,Adventure,Single-player,2016
Guardians of Ember - Demigod DLC,8.866131486539212,526002,Runewaker,Action,RPG,Online Multi-Player,2016
Teratini VR,9.99,553530,Sin dato,Sin dato,Early Access,Single-player,2017
Able Black,4.99,557570,Skot Leach,Indie,Indie,Single-player,2016
Robot City Stadium,9.99,555730,Sin dato,Sin dato,Early Access,Single-player,2017
A Tale of Caos: Overture,8.99,500320,ExperaGameStudio,Adventure,Adventure,Single-player,2016
Santa Sling,3.99,571050,Sin dato,Sin dato,Indie,Single-player,2017
Magic Hour,0.0,571500,Sin dato,Sin dato,Early Access,Single-player,2017
Street Fighter® V - 2016 Holiday Pack,9.99,480540,Capcom,Action,Action,Single-player,2016
Vertigo - Original Soundtrack,4.99,526860,Zach Tsiakalis-Brown,Action,Action,Single-player,2016
Wanderland,0.0,545820,Artogon,Adventure,Free to Play,Single-player,2016
VR-Xterminator,4.99,462670,Sin dato,Sin dato,Action,Single-player,2017
Duckles: the Jigsaw Witch,9.99,512700,Turbulon Interactive,Action,Action,Single-player,2016
Deepwater Horizon,19.29,538290,Sin dato,Sin dato,Movie,Captions available,2016
Middle School: The Worst Years of My Life,4.99,538300,Sin dato,Sin dato,Comedy,Captions available,2016
FIGHTING SPACE,4.99,556090,Apology Games,Action,Action,Single-player,2016
Civilization VI - Vikings Scenario Pack,4.99,512032,"Firaxis,Aspyr (Mac, Linux)",Strategy,Strategy,Single-player,2016
Civilization VI - Poland Civilization & Scenario Pack,4.99,512033,"Firaxis,Aspyr (Mac, Linux)",Strategy,Strategy,Single-player,2016
Gooblins,3.99,517620,Sin dato,Sin dato,Casual,Single-player,2017
Heavy Impact,19.99,556700,Sin dato,Sin dato,Early Access,Single-player,2017
Assetto Corsa - Porsche Pack III,6.99,540711,Kunos Simulazioni,Indie,Simulation,Single-player,2016
Street Fighter V - Season 2 Character Pass,29.99,480530,Capcom,Action,Action,Single-player,2016
Shantae: Half-Genie Hero,19.99,253840,WayForward,Action,Platformer,Single-player,2016
Distant Space,2.99,569610,PixelMouse,Action,Casual,Single-player,2016
Fantasy Grounds - Shadowpunk (Token Pack),4.99,571900,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Fantasy Grounds - Savage Suzerain Players Guide (Savage Worlds),12.99,569600,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Fantasy Grounds - 1 on 1 Adventures #4: The Sixth Cavalier (PFRPG/3.5E),6.99,569930,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Fantasy Grounds - Call of Cthulhu: Crack'd and Cook'd Manse (CoC),4.99,570560,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Fantasy Grounds -  Forest of Fallen Giants (Map Pack),7.99,572120,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Fantasy Grounds - Wild West Pack 1 (Token Pack),4.99,572770,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Fantasy Grounds - Sewer (Map Pack),7.99,572840,"SmiteWorks USA, LLC",Indie,Strategy,Multi-player,2016
Seraph - Praetor (Costume Pack),2.99,567850,Dreadbit,Action,Action,Single-player,2016
Tom Clancy's The Division™ - Parade Pack,6.99,569000,Massive Entertainment,Action,Action,Single-player,2016
FourChords Guitar Karaoke - Kelly Clarkson,7.99,563286,Musopia,Casual,Indie,Single-player,2016
3D Arcade Fishing,9.99,534910,bumblebee,Casual,Casual,Single-player,2016
Ticket to Ride - Germany,4.99,350272,Days of Wonder,Casual,Strategy,Single-player,2016
Aragami - Assassin Masks Set,0.0,564400,Lince Works,Action,Action,Single-player,2016
Hero Siege - Maniac Gunner Pirate (Skin),4.99,564730,"Elias Viglione,Jussi Kukkonen",Action,Action,Single-player,2016
Go For Launch: Mercury,16.99,467400,Sin dato,Sin dato,Early Access,Single-player,2017
Retro Parking,2.99,535280,BYCODEC TEKNOLOJI LTD,Indie,Indie,Single-player,2016
Retro Parking Demo,8.866131486539212,539250,BYCODEC TEKNOLOJI LTD,Racing,Racing,Single-player,2016
Gulman 4: Still alive,8.99,559900,Serzhantov Aleksandr,Action,Psychological Horror,Single-player,2016
Smoots Tennis Survival Zombie,4.99,564920,Sin dato,Sin dato,Indie,Single-player,2017
Robocraft - Premium for Life Pack,49.99,570960,Freejam,Action,Massively Multiplayer,Single-player,2016
The Mine,2.99,569520,Stepanov Dmitriy,Adventure,Adventure,Single-player,2016
5-in-1 Pack - Monument Builders: Destination USA,9.99,564340,Little World Studio,Casual,Casual,Single-player,2016
Watch_Dogs® 2 - Guru Pack,6.99,525016,Ubisoft,Action,Action,Single-player,2016
Watch_Dogs® 2 - EliteSec Pack,6.99,525017,Ubisoft,Action,Action,Single-player,2016
Watch_Dogs® 2 - Black Hat Pack,6.99,525014,Ubisoft,Action,Action,Single-player,2016
Tom Clancy's Rainbow Six® Siege - Blitz Bushido Set,7.99,568950,Ubisoft Montreal,Action,Action,Single-player,2016
Watch_Dogs® 2 - Supreme Pack,14.99,558391,Ubisoft,Action,Action,Single-player,2016
Revenge of the Spirit: Rite of Resurrection,6.99,491020,Absolutist Ltd.,Adventure,Adventure,Single-player,2016
Acro Storm,4.99,546610,Blue Comet Games,Indie,Early Access,Single-player,2016
Angels of Death,9.99,537110,"Den-fami Nico Game Magazine,Makoto Sanada",Adventure,Indie,Single-player,2016
VR the Anime Girls Method / 全豚に告ぐ！これで痩せなきゃお前は終わりだ！,19.99,563160,Sin dato,Sin dato,Action,Single-player,2017
UFO Online: Invasion - Implants Kit,3.99,561990,Bad Pixel,Free to Play,RPG,Multi-player,2016
Game Character Hub PE: DS Generator Parts,7.99,531601,Sebastien Bini,Design &amp; Illustration,Design & Illustration,Downloadable Content,2016
Arcane,8.866131486539212,534870,Sin dato,Sin dato,Action,Single-player,2017
Crypt Cards - Original Soundtrack,2.99,555250,Nicholas Fisher,Casual,Casual,Single-player,2016
Duo,1.99,568200,Bruno Freitas,Casual,Casual,Single-player,2016
FourChords Guitar Karaoke - Lenny Kravitz,4.99,565352,Musopia,Casual,Indie,Single-player,2016
